GEO,POB,SEX,LMS,ROY,COC,AGE,TIME,PROVIDER,VALUE,FLAGS,FOOTNOTES
DEA12,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,383924,,,
DEA13,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,467644,,,
DEA14,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,176833,,,
DEA15,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,208584,,,
DEA16,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,137404,,,
DEA17,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,176531,,,
DEA18,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,86200,,,
DEA19,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,124520,,,
DEA1A,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,268044,,,
DEA1B,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,255961,,,
DEA1C,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,385823,,,
DEA1D,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,358284,,,
DEA1E,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,256232,,,
DEA1F,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,394423,,,
DEA2,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,3460931,,,
DEA22,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,234164,,,
DEA23,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,773903,,,
DEA24,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,121479,,,
DEA26,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,221394,,,
DEA27,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,374951,,,
DEA28,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,159740,,,
DEA29,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,208057,,,
DEA2A,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,211745,,,
DEA2B,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,233100,,,
DEA2C,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,475361,,,
DEA2D,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,447037,,,
DEA3,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,2198232,,,
DEA31,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,99926,,,
DEA32,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,207706,,,
DEA33,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,243144,,,
DEA34,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,322813,,,
DEA35,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,193755,,,
DEA36,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,524555,,,
DEA37,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,377410,,,
DEA38,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,228923,,,
DEA4,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1616240,,,
DEA41,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,246431,,,
DEA42,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,279012,,,
DEA43,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,201080,,,
DEA44,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,124936,,,
DEA45,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,278848,,,
DEA46,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,252825,,,
DEA47,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,233108,,,
DEA5,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,2912718,,,
DEA51,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,296027,,,
DEA52,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,448951,,,
DEA53,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,143720,,,
DEA54,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,139465,,,
DEA55,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,129410,,,
DEA56,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,273991,,,
DEA57,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,225537,,,
DEA58,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,333202,,,
DEA59,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,116885,,,
DEA5A,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,232502,,,
DEA5B,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,243987,,,
DEA5C,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,329041,,,
DEB,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,3387187,,,
DEB1,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1260901,,,
DEB11,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,86757,,,
DEB12,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,108512,,,
DEB13,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,112395,,,
DEB14,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,133281,,,
DEB15,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,70132,,,
DEB16,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,56618,,,
DEB17,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,179187,,,
DEB18,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,148746,,,
DEB19,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,86544,,,
DEB1A,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,106775,,,
DEB1B,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,171954,,,
DEB2,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,455524,,,
DEB21,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,90033,,,
DEB22,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,100271,,,
DEB23,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,83418,,,
DEB24,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,54462,,,
DEB25,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,127340,,,
DEB3,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1670762,,,
DEB31,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,33833,,,
DEB32,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,75232,,,
DEB33,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,36942,,,
DEB34,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,118604,,,
DEB35,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,157753,,,
DEB36,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,43778,,,
DEB37,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,34805,,,
DEB38,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,38873,,,
DEB39,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,63068,,,
DEB3A,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,28193,,,
DEB3B,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,108040,,,
DEB3C,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,115726,,,
DEB3D,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,65615,,,
DEB3E,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,101991,,,
DEB3F,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,90400,,,
DEB3G,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,65224,,,
DEB3H,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,97223,,,
DEB3I,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,127896,,,
DEB3J,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,176792,,,
DEB3K,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,90774,,,
DEC,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,880870,,,
DEC0,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,880870,,,
DEC01,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,280688,,,
DEC02,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,91684,,,
DEC03,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,122317,,,
DEC04,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,173905,,,
DEC05,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,128656,,,
DEC06,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,83620,,,
DED,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,3755163,,,
DED2,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1461248,,,
DED21,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,471294,,,
DED2C,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,291324,,,
DED2D,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,239972,,,
DED2E,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,227960,,,
DED2F,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,230698,,,
DED4,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1408944,,,
DED41,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,222699,,,
DED42,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,346636,,,
DED43,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,300677,,,
DED44,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,225214,,,
DED45,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,313718,,,
DED5,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,884971,,,
DED51,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,455502,,,
DED52,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,243802,,,
DED53,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,185667,,,
DEE,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,2107661,,,
DEE0,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,2107661,,,
DEE01,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,78751,,,
DEE02,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,207987,,,
DEE03,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,208343,,,
DEE04,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,81284,,,
DEE05,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,158143,,,
DEE06,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,86809,,,
DEE07,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,165009,,,
DEE08,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,174625,,,
DEE09,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,210154,,,
DEE0A,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,136517,,,
DEE0B,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,178462,,,
DEE0C,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,189129,,,
DEE0D,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,109162,,,
DEE0E,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,123286,,,
DEF,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,2439253,,,
DEF0,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,2439253,,,
DEF01,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,68649,,,
DEF02,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,197448,,,
DEF03,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,176458,,,
DEF04,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,64949,,,
DEF05,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,120436,,,
DEF06,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,162048,,,
DEF07,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,147567,,,
DEF08,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,173957,,,
DEF09,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,252224,,,
DEF0A,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,114133,,,
DEF0B,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,241657,,,
DEF0C,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,176691,,,
DEF0D,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,226850,,,
DEF0E,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,116427,,,
DEF0F,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,199759,,,
DEG,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,2033985,,,
DEG0,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,2033985,,,
DEG01,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,183205,,,
DEG02,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,87046,,,
DEG03,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,94668,,,
DEG04,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,34190,,,
DEG05,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,56089,,,
DEG06,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,97476,,,
DEG07,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,80570,,,
DEG09,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,99934,,,
DEG0A,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,74689,,,
DEG0B,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,120768,,,
DEG0C,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,126882,,,
DEG0D,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,68094,,,
DEG0E,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,63364,,,
DEG0F,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,101847,,,
DEG0G,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,77576,,,
DEG0H,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,56121,,,
DEG0I,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,104999,,,
DEG0J,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,78869,,,
DEG0K,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,80327,,,
DEG0L,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,97949,,,
DEG0M,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,89423,,,
DEG0N,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,37970,,,
DEG0P,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,121929,,,
DEZ,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,0,,,
DEZZ,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,0,,,
DEZZZ,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,0,,,
DE,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,11373438,,,
DE1,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1828626,,,
DE11,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,746475,,,
DE111,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,151081,,,
DE112,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,71243,,,
DE113,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,88869,,,
DE114,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,44722,,,
DE115,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,95651,,,
DE116,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,67602,,,
DE117,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,33530,,,
DE118,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,54406,,,
DE119,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,19665,,,
DE11A,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,30396,,,
DE11B,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,18096,,,
DE11C,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,24100,,,
DE11D,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,47114,,,
DE12,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,470908,,,
DE121,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,10324,,,
DE122,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,65403,,,
DE123,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,58482,,,
DE124,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,37149,,,
DE125,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,34590,,,
DE126,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,68830,,,
DE127,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,21482,,,
DE128,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,76426,,,
DE129,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,32856,,,
DE12A,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,23907,,,
DE12B,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,25528,,,
DE12C,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,15931,,,
DE13,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,343778,,,
DE131,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,42481,,,
DE132,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,30763,,,
DE133,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,17522,,,
DE134,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,59537,,,
DE135,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,18270,,,
DE136,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,35867,,,
DE137,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,25735,,,
DE138,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,45772,,,
DE139,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,40088,,,
DE13A,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,27743,,,
DE14,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,267465,,,
DE141,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,49575,,,
DE142,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,31237,,,
DE143,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,28883,,,
DE144,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,26062,,,
DE145,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,24016,,,
DE146,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,23421,,,
DE147,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,30816,,,
DE148,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,35906,,,
DE149,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,17549,,,
DE2,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1832506,,,
DE21,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,754568,,,
DE211,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,32675,,,
DE212,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,332226,,,
DE213,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,12719,,,
DE214,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,18149,,,
DE215,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,20905,,,
DE216,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,18028,,,
DE217,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,19001,,,
DE218,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,15937,,,
DE219,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,13685,,,
DE21A,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,12879,,,
DE21B,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,22272,,,
DE21C,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,27865,,,
DE21D,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,9508,,,
DE21E,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,11910,,,
DE21F,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,9964,,,
DE21G,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,16289,,,
DE21H,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,52749,,,
DE21I,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,11048,,,
DE21J,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,12934,,,
DE21K,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,28222,,,
DE21L,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,17599,,,
DE21M,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,24759,,,
DE21N,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,13245,,,
DE22,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,135146,,,
DE221,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,14814,,,
DE222,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,7745,,,
DE223,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,9162,,,
DE224,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,13849,,,
DE225,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,4567,,,
DE226,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,12817,,,
DE227,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,16076,,,
DE228,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,17970,,,
DE229,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,5098,,,
DE22A,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,11966,,,
DE22B,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,7910,,,
DE22C,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,13172,,,
DE23,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,116385,,,
DE231,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,8889,,,
DE232,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,27788,,,
DE233,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,6535,,,
DE234,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,9147,,,
DE235,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,8638,,,
DE236,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,10745,,,
DE237,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,7138,,,
DE238,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,19882,,,
DE239,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,12620,,,
DE23A,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,5003,,,
DE24,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,114577,,,
DE241,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,11760,,,
DE242,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,13605,,,
DE243,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,7286,,,
DE244,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,7725,,,
DE245,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,10432,,,
DE246,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,7623,,,
DE247,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,8836,,,
DE248,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,9640,,,
DE249,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,8798,,,
